584	479
598	472
617	463
632	457
648	445
665	435
688	423
702	414
721	396
733	384
740	369
748	352
748	336
744	315
736	295
732	285
728	275
725	263
717	252
705	252
694	253
681	253
671	246
661	235
654	223
650	213
643	196
633	183
627	175
618	171
618	160
609	149
599	145
590	138
581	129
568	119
568	106
569	94
569	75
565	53
548	36
536	28
525	18
504	10
488	10
465	10
444	12
426	19
406	31
390	36
