375	44
366	40
354	37
346	33
335	27
321	21
309	15
298	9
282	9
273	9
374	59
206	480
218	479
234	469
247	460
252	451
262	443
275	427
284	413
297	399
304	384
302	366
290	358
279	354
267	348
265	339
269	327
270	312
273	299
263	297
250	297
238	291
231	285
225	280
219	275
214	267
210	257
207	244
208	227
212	210
217	192
225	173
235	161
245	147
257	136
268	124
283	113
300	105
320	97
333	95
346	93
357	91
367	89
