257	9
240	11
227	19
214	27
199	37
193	43
183	58
180	75
180	95
180	112
180	123
171	130
161	141
148	151
135	163
126	174
120	183
114	199
106	204
101	213
97	219
93	231
88	243
78	255
62	261
46	262
31	265
24	270
15	285
7	304
4	312
0	329
2	382
9	397
19	406
29	418
42	425
50	430
63	437
80	443
96	451
116	462
131	468
148	475
173	481
192	486
